IW7,QW0,IW0,MW0
4264,65535,65535,19660
4795,65535,65535,19660
5353,65535,65535,19660
5938,65535,65535,19660
6544,65535,65535,19660
7172,65535,65535,19660
7822,65535,65535,19660
8490,65535,65535,19660
9176,65535,65535,19660
9879,65535,65535,19660
10601,65535,65535,19660
11335,65535,65535,19660
12056,65535,65535,19660
12778,65535,65535,19660
13506,65535,65535,19660
14234,65535,65535,19660
15004,65535,65535,19660
15780,65535,65535,19660
16557,65535,65535,19660
17331,65535,65535,19660
18105,65535,65535,19660
18876,65535,65535,19660
19640,65535,65535,19660
20396,58174,61854,19660
21143,50759,58174,19660
21877,39674,50759,19660
22597,24989,39674,19660
23297,6804,24989,19660
23946,0,6804,19660
24533,0,0,19660
25091,0,0,19660
25640,0,0,19660
26215,0,0,19660
26766,0,0,19660
27291,0,0,19660
27590,0,0,19660
27580,0,0,19660
27570,0,0,19660
27560,0,0,19660
27551,0,0,19660
27541,0,0,19660
27531,0,0,19660
27512,0,0,19660
27502,0,0,19660
27492,0,0,19660
27483,0,0,19660
27483,0,0,19660
27473,0,0,19660
27463,0,0,19660
27444,0,0,19660
27435,0,0,19660
27400,0,0,19660
27336,0,0,19660
27238,0,0,19660
27112,0,0,19660
26952,0,0,19660
26763,0,0,19660
26540,0,0,19660
26289,0,0,19660
26009,0,0,19660
25699,0,0,19660
25360,0,0,19660
24992,0,0,19660
24600,0,0,19660
24179,0,0,19660
23734,0,0,19660
23263,0,0,19660
22769,0,0,19660
22253,0,0,19660
21713,0,0,19660
21153,0,0,19660
20576,0,0,19660
19979,0,0,19660
19366,1470,0,19660
18737,6085,1470,19660
18096,13905,6085,19660
17444,24985,13905,19660
16782,39375,24985,19660
16110,57125,39375,19660
15434,65535,57125,19660
14753,65535,65535,19660
14069,65535,65535,19660
13380,65535,65535,19660
12691,65535,65535,19660
11995,65535,65535,19660
11303,65535,65535,19660
10611,65535,65535,19660
9921,65535,65535,19660
9239,65535,65535,19660
8560,65535,65535,19660
7893,65535,65535,19660
7233,65535,65535,19660
6585,65535,65535,19660
5953,65535,65535,19660
5332,65535,65535,19660
4731,65535,65535,19660
4147,65535,65535,19660
3583,65535,65535,19660
3038,65535,65535,19660
2519,65535,65535,19660
2024,65535,65535,19660
1553,65535,65535,19660
1112,65535,65535,19660
695,65535,65535,19660
307,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
17,65535,65535,19660
68,65535,65535,19660
157,65535,65535,19660
280,65535,65535,19660
437,65535,65535,19660
627,65535,65535,19660
862,65535,65535,19660
1121,65535,65535,19660
1413,65535,65535,19660
1737,65535,65535,19660
2094,65535,65535,19660
2482,65535,65535,19660
2899,65535,65535,19660
3348,65535,65535,19660
3826,65535,65535,19660
4335,65535,65535,19660
4870,65535,65535,19660
5430,65535,65535,19660
6005,65535,65535,19660
6596,65535,65535,19660
7208,65535,65535,19660
7836,65535,65535,19660
8504,65535,65535,19660
9191,65535,65535,19660
9896,65535,65535,19660
10614,65535,65535,19660
11346,65535,65535,19660
12088,65535,65535,19660
12843,65535,65535,19660
13603,65535,65535,19660
15147,65535,65535,19660
15923,65535,65535,19660
16700,65535,65535,19660
17455,65535,65535,19660
18183,65535,65535,19660
18899,65535,65535,19660
19608,65535,65535,19660
20361,62030,65535,19660
21102,54819,62029,19660
21835,43944,54819,19660
22549,29498,43943,19660
23248,11558,29498,19660
23925,0,11558,19660
24574,0,0,19660
25197,0,0,19660
25799,0,0,19660
26374,0,0,19660
26927,0,0,19660
27451,0,0,19660
27735,0,0,19660
27725,0,0,19660
27715,0,0,19660
27705,0,0,19660
27696,0,0,19660
27686,0,0,19660
27676,0,0,19660
27666,0,0,19660
27656,0,0,19660
27647,0,0,19660
27637,0,0,19660
27627,0,0,19660
27617,0,0,19660
27608,0,0,19660
27598,0,0,19660
27588,0,0,19660
27578,0,0,19660
27544,0,0,19660
27479,0,0,19660
27381,0,0,19660
27254,0,0,19660
27097,0,0,19660
26907,0,0,19660
26688,0,0,19660
26439,0,0,19660
26162,0,0,19660
25854,0,0,19660
25518,0,0,19660
25152,0,0,19660
24762,0,0,19660
24344,0,0,19660
23900,0,0,19660
23431,0,0,19660
22938,0,0,19660
22424,0,0,19660
21889,0,0,19660
21335,0,0,19660
20759,0,0,19660
20163,0,0,19660
19551,545,0,19660
18282,7435,545,19660
17630,21270,11120,19660
16968,34729,21269,19660
16300,51529,34729,19660
15628,54889,34729,19660
14951,65535,65535,19660
14267,65535,65535,19660
13579,65535,65535,19660
12890,65535,65535,19660
12200,65535,65535,19660
11509,65535,65535,19660
10821,65535,65535,19660
10137,65535,65535,19660
9455,65535,65535,19660
8782,65535,65535,19660
8115,65535,65535,19660
7461,65535,65535,19660
6818,65535,65535,19660
6187,65535,65535,19660
5572,65535,65535,19660
4973,65535,65535,19660
4390,65535,65535,19660
3827,65535,65535,19660
3289,65535,65535,19660
2771,65535,65535,19660
2278,65535,65535,19660
1810,65535,65535,19660
1370,65535,65535,19660
960,65535,65535,19660
579,65535,65535,19660
227,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
84,65535,65535,19660
177,65535,65535,19660
304,65535,65535,19660
466,65535,65535,19660
662,65535,65535,19660
892,65535,65535,19660
1156,65535,65535,19660
1454,65535,65535,19660
1787,65535,65535,19660
2150,65535,65535,19660
2541,65535,65535,19660
3406,65535,65535,19660
3887,65535,65535,19660
4397,65535,65535,19660
4934,65535,65535,19660
5497,65535,65535,19660
6086,65535,65535,19660
6697,65535,65535,19660
7330,65535,65535,19660
7985,65535,65535,19660
8658,65535,65535,19660
9353,65535,65535,19660
10061,65535,65535,19660
10784,65535,65535,19660
11494,65535,65535,19660
12208,65535,65535,19660
12928,65535,65535,19660
13667,65535,65535,19660
14437,65535,65535,19660
15209,65535,65535,19660
15986,65535,65535,19660
16764,65535,65535,19660
17538,65535,65535,19660
18313,65535,65535,19660
19081,65535,65535,19660
19845,64610,65535,19660
20602,59900,64610,19660
21347,51465,59900,19660
22078,39375,51465,19660
22776,23795,39375,19660
23408,5055,23795,19660
24014,0,5055,19660
24592,0,0,19660
25211,0,0,19660
25806,0,0,19660
26378,0,0,19660
26925,0,0,19660
27443,0,0,19660
27610,0,0,19660
27601,0,0,19660
27591,0,0,19660
27581,0,0,19660
27572,0,0,19660
27562,0,0,19660
27552,0,0,19660
27542,0,0,19660
27533,0,0,19660
27523,0,0,19660
27513,0,0,19660
27504,0,0,19660
27494,0,0,19660
27484,0,0,19660
27475,0,0,19660
27465,0,0,19660
27456,0,0,19660
27417,0,0,19660
27344,0,0,19660
27243,0,0,19660
27108,0,0,19660
26943,0,0,19660
26746,0,0,19660
26519,0,0,19660
26263,0,0,19660
25979,0,0,19660
25664,0,0,19660
25321,0,0,19660
24949,0,0,19660
24548,0,0,19660
24123,0,0,19660
23198,0,0,19660
22699,0,0,19660
22179,0,0,19660
21639,0,0,19660
21078,0,0,19660
20497,0,0,19660
19899,0,0,19660
19282,1890,0,19660
18652,6929,1889,19660
18007,15194,6929,19660
17350,26743,15193,19660
16684,41623,26743,19660
16012,59863,41623,19660
15336,65535,59863,19660
14655,65535,65535,19660
13970,65535,65535,19660
13281,65535,65535,19660
12590,65535,65535,19660
11898,65535,65535,19660
11206,65535,65535,19660
10512,65535,65535,19660
9826,65535,65535,19660
9143,65535,65535,19660
8468,65535,65535,19660
7800,65535,65535,19660
7143,65535,65535,19660
6499,65535,65535,19660
5869,65535,65535,19660
5257,65535,65535,19660
4660,65535,65535,19660
4079,65535,65535,19660
3518,65535,65535,19660
2982,65535,65535,19660
2466,65535,65535,19660
1975,65535,65535,19660
1508,65535,65535,19660
1070,65535,65535,19660
661,65535,65535,19660
282,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
84,65535,65535,19660
182,65535,65535,19660
313,65535,65535,19660
478,65535,65535,19660
675,65535,65535,19660
909,65535,65535,19660
1176,65535,65535,19660
1477,65535,65535,19660
1809,65535,65535,19660
2175,65535,65535,19660
2571,65535,65535,19660
2997,65535,65535,19660
3941,65535,65535,19660
3941,65535,65535,19660
4994,65535,65535,19660
5559,65535,65535,19660
6140,65535,65535,19660
6739,65535,65535,19660
7356,65535,65535,19660
7988,65535,65535,19660
8661,65535,65535,19660
9353,65535,65535,19660
10058,65535,65535,19660
10781,65535,65535,19660
11518,65535,65535,19660
12264,65535,65535,19660
13020,65535,65535,19660
13784,65535,65535,19660
14554,65535,65535,19660
15330,65535,65535,19660
16110,65535,65535,19660
16879,65535,65535,19660
17609,65535,65535,19660
18335,65535,65535,19660
19050,65535,65535,19660
19803,64820,65535,19660
20557,60335,64820,19660
21298,52145,60335,19660
22027,40310,52145,19660
22741,24905,40310,19660
23434,6035,24905,19660
24106,0,6035,19660
24749,0,0,19660
25368,0,0,19660
25965,0,0,19660
26536,0,0,19660
27082,0,0,19660
27602,0,0,19660
27744,0,0,19660
27734,0,0,19660
27724,0,0,19660
27714,0,0,19660
27705,0,0,19660
27695,0,0,19660
27685,0,0,19660
27675,0,0,19660
27665,0,0,19660
27656,0,0,19660
27646,0,0,19660
27636,0,0,19660
27626,0,0,19660
27617,0,0,19660
27607,0,0,19660
27597,0,0,19660
27587,0,0,19660
27548,0,0,19660
27475,0,0,19660
27373,0,0,19660
27242,0,0,19660
27077,0,0,19660
26882,0,0,19660
26659,0,0,19660
26402,0,0,19660
26115,0,0,19660
25800,0,0,19660
25455,0,0,19660
25085,0,0,19660
24686,0,0,19660
24263,0,0,19660
23815,0,0,19660
23342,0,0,19660
22845,0,0,19660
22326,0,0,19660
21788,0,0,19660
21228,0,0,19660
20648,0,0,19660
20052,0,0,19660
19440,1100,0,19660
18811,5345,1100,19660
18171,12789,5344,19660
17515,23514,12789,19660
16182,40904,23514,19660
16182,54939,37549,19660
14829,65535,54939,19660
14829,65535,65535,19660
14145,65535,65535,19660
12771,65535,65535,19660
12080,65535,65535,19660
11389,65535,65535,19660
10701,65535,65535,19660
10016,65535,65535,19660
9334,65535,65535,19660
8660,65535,65535,19660
7998,65535,65535,19660
7343,65535,65535,19660
6700,65535,65535,19660
6072,65535,65535,19660
5461,65535,65535,19660
4866,65535,65535,19660
4291,65535,65535,19660
3737,65535,65535,19660
3202,65535,65535,19660
2692,65535,65535,19660
2203,65535,65535,19660
1743,65535,65535,19660
1308,65535,65535,19660
902,65535,65535,19660
525,65535,65535,19660
182,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
33,65535,65535,19660
101,65535,65535,19660
203,65535,65535,19660
338,65535,65535,19660
508,65535,65535,19660
712,65535,65535,19660
951,65535,65535,19660
1224,65535,65535,19660
1531,65535,65535,19660
1873,65535,65535,19660
2243,65535,65535,19660
2637,65535,65535,19660
3064,65535,65535,19660
3519,65535,65535,19660
4007,65535,65535,19660
4527,65535,65535,19660
5072,65535,65535,19660
5643,65535,65535,19660
6237,65535,65535,19660
6857,65535,65535,19660
7494,65535,65535,19660
8154,65535,65535,19660
8832,65535,65535,19660
9527,65535,65535,19660
10240,65535,65535,19660
10945,65535,65535,19660
11653,65535,65535,19660
12370,65535,65535,19660
13092,65535,65535,19660
14628,65535,65535,19660
15404,65535,65535,19660
16181,65535,65535,19660
16959,65535,65535,19660
17734,65535,65535,19660
18506,65535,65535,19660
19273,65535,65535,19660
20034,63665,65535,19660
20787,58030,63665,19660
21532,48670,58030,19660
22263,35655,48670,19660
22936,19275,35655,19660
23561,0,19275,19660
24159,0,0,19660
24730,0,0,19660
25345,0,0,19660
25934,0,0,19660
26498,0,0,19660
27036,0,0,19660
27549,0,0,19660
27586,0,0,19660
27576,0,0,19660
27567,0,0,19660
27557,0,0,19660
27547,0,0,19660
27537,0,0,19660
27528,0,0,19660
27518,0,0,19660
27508,0,0,19660
27499,0,0,19660
27489,0,0,19660
27479,0,0,19660
27470,0,0,19660
27460,0,0,19660
27450,0,0,19660
27441,0,0,19660
27432,0,0,19660
27341,0,0,19660
27151,0,0,19660
27008,0,0,19660
26831,0,0,19660
26626,0,0,19660
26391,0,0,19660
26127,0,0,19660
25834,0,0,19660
25512,0,0,19660
25161,0,0,19660
24781,0,0,19660
24377,0,0,19660
23948,0,0,19660
23494,0,0,19660
23015,0,0,19660
22512,0,0,19660
21989,0,0,19660
21441,0,0,19660
20876,0,0,19660
20292,0,0,19660
19691,0,0,19660
19074,2930,0,19660
18440,9030,2930,19660
17796,18350,9030,19660
17140,30950,18350,19660
16476,46869,30949,19660
15806,65535,46869,19660
15131,65535,65535,19660
14452,65535,65535,19660
13767,65535,65535,19660
13078,65535,65535,19660
12388,65535,65535,19660
11696,65535,65535,19660
11004,65535,65535,19660
10315,65535,65535,19660
9629,65535,65535,19660
8951,65535,65535,19660
8280,65535,65535,19660
7616,65535,65535,19660
6964,65535,65535,19660
6324,65535,65535,19660
5700,65535,65535,19660
5091,65535,65535,19660
4499,65535,65535,19660
3926,65535,65535,19660
3374,65535,65535,19660
2335,65535,65535,19660
1852,65535,65535,19660
1394,65535,65535,19660
965,65535,65535,19660
565,65535,65535,19660
193,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
34,65535,65535,19660
102,65535,65535,19660
208,65535,65535,19660
348,65535,65535,19660
521,65535,65535,19660
727,65535,65535,19660
968,65535,65535,19660
1243,65535,65535,19660
1553,65535,65535,19660
1893,65535,65535,19660
2268,65535,65535,19660
2672,65535,65535,19660
3107,65535,65535,19660
3575,65535,65535,19660
4104,65535,65535,19660
4652,65535,65535,19660
5226,65535,65535,19660
5817,65535,65535,19660
6425,65535,65535,19660
7051,65535,65535,19660
7696,65535,65535,19660
8383,65535,65535,19660
9087,65535,65535,19660
9809,65535,65535,19660
10544,65535,65535,19660
11294,65535,65535,19660
12057,65535,65535,19660
12830,65535,65535,19660
13612,65535,65535,19660
14399,65535,65535,19660
15191,65535,65535,19660
15989,65535,65535,19660
16765,65535,65535,19660
17516,65535,65535,19660
18259,65535,65535,19660
18994,65535,65535,19660
19772,64975,65535,19660
20543,60560,64975,19660
21306,52329,60559,19660
22056,40349,52329,19660
22787,24714,40349,19660
23497,5529,24714,19660
24185,0,5529,19660
24849,0,0,19660
25490,0,0,19660
26104,0,0,19660
26696,0,0,19660
27263,0,0,19660
27753,0,0,19660
27744,0,0,19660
27734,0,0,19660
27724,0,0,19660
27714,0,0,19660
27704,0,0,19660
27694,0,0,19660
27675,0,0,19660
27665,0,0,19660
27655,0,0,19660
27645,0,0,19660
27635,0,0,19660
27626,0,0,19660
27616,0,0,19660
27606,0,0,19660
27596,0,0,19660
27587,0,0,19660
27564,0,0,19660
27508,0,0,19660
27423,0,0,19660
27308,0,0,19660
27160,0,0,19660
26982,0,0,19660
26771,0,0,19660
26531,0,0,19660
26261,0,0,19660
25963,0,0,19660
25635,0,0,19660
25277,0,0,19660
24896,0,0,19660
24485,0,0,19660
24049,0,0,19660
23589,0,0,19660
23103,0,0,19660
22598,0,0,19660
22067,0,0,19660
21516,0,0,19660
20949,0,0,19660
20361,0,0,19660
19757,0,0,19660
19137,2615,0,19660
18500,8415,2615,19660
17852,17455,8415,19660
17193,33085,20750,19660
16529,48740,33085,19660
15856,65535,48740,19660
15182,65535,65535,19660
14503,65535,65535,19660
13820,65535,65535,19660
13131,65535,65535,19660
12441,65535,65535,19660
11750,65535,65535,19660
11062,65535,65535,19660
10374,65535,65535,19660
9692,65535,65535,19660
9015,65535,65535,19660
8344,65535,65535,19660
7685,65535,65535,19660
7038,65535,65535,19660
6403,65535,65535,19660
5783,65535,65535,19660
5180,65535,65535,19660
4593,65535,65535,19660
4026,65535,65535,19660
3480,65535,65535,19660
2958,65535,65535,19660
2456,65535,65535,19660
1980,65535,65535,19660
1532,65535,65535,19660
1114,65535,65535,19660
724,65535,65535,19660
364,65535,65535,19660
33,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
16,65535,65535,19660
67,65535,65535,19660
152,65535,65535,19660
271,65535,65535,19660
424,65535,65535,19660
611,65535,65535,19660
832,65535,65535,19660
1088,65535,65535,19660
1378,65535,65535,19660
1703,65535,65535,19660
2057,65535,65535,19660
2442,65535,65535,19660
2853,65535,65535,19660
3292,65535,65535,19660
3758,65535,65535,19660
4259,65535,65535,19660
4791,65535,65535,19660
5349,65535,65535,19660
5929,65535,65535,19660
6536,65535,65535,19660
7163,65535,65535,19660
7814,65535,65535,19660
8482,65535,65535,19660
9168,65535,65535,19660
9871,65535,65535,19660
10588,65535,65535,19660
11322,65535,65535,19660
12040,65535,65535,19660
12762,65535,65535,19660
13485,65535,65535,19660
14213,65535,65535,19660
14983,65535,65535,19660
15759,65535,65535,19660
16536,65535,65535,19660
17309,65535,65535,19660
18084,65535,65535,19660
18850,65535,65535,19660
19613,65535,65535,19660
20369,61990,65535,19660
21118,54699,61989,19660
21853,43734,54699,19660
22574,29163,43733,19660
23275,11088,29163,19660
23936,0,11088,19660
24524,0,0,19660
25083,0,0,19660
25616,0,0,19660
26191,0,0,19660
26742,0,0,19660
27267,0,0,19660
27586,0,0,19660
27577,0,0,19660
27567,0,0,19660
27557,0,0,19660
27548,0,0,19660
27538,0,0,19660
27528,0,0,19660
27518,0,0,19660
27509,0,0,19660
27499,0,0,19660
27489,0,0,19660
27480,0,0,19660
27470,0,0,19660
27460,0,0,19660
27451,0,0,19660
27441,0,0,19660
27432,0,0,19660
27397,0,0,19660
27333,0,0,19660
27235,0,0,19660
27109,0,0,19660
26949,0,0,19660
26760,0,0,19660
26542,0,0,19660
26290,0,0,19660
26010,0,0,19660
25361,0,0,19660
24994,0,0,19660
24602,0,0,19660
24181,0,0,19660
23735,0,0,19660
23265,0,0,19660
23265,0,0,19660
22255,0,0,19660
21719,0,0,19660
21163,0,0,19660
20587,0,0,19660
19990,0,0,19660
19377,1415,0,19660
18752,5955,1415,19660
18111,9160,1415,19660
17459,24705,13700,19660
16796,39025,24705,19660
16129,56680,39025,19660
15453,65535,56680,19660
14776,65535,65535,19660
14092,65535,65535,19660
13404,65535,65535,19660
12714,65535,65535,19660
12023,65535,65535,19660
11331,65535,65535,19660
10639,65535,65535,19660
9949,65535,65535,19660
9267,65535,65535,19660
8593,65535,65535,19660
7925,65535,65535,19660
7266,65535,65535,19660
6617,65535,65535,19660
5985,65535,65535,19660
5365,65535,65535,19660
4764,65535,65535,19660
4180,65535,65535,19660
3616,65535,65535,19660
3072,65535,65535,19660
2552,65535,65535,19660
2057,65535,65535,19660
1587,65535,65535,19660
1141,65535,65535,19660
724,65535,65535,19660
336,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
17,65535,65535,19660
68,65535,65535,19660
153,65535,65535,19660
276,65535,65535,19660
433,65535,65535,19660
623,65535,65535,19660
846,65535,65535,19660
1105,65535,65535,19660
1398,65535,65535,19660
1721,65535,65535,19660
2078,65535,65535,19660
2466,65535,65535,19660
2884,65535,65535,19660
3332,65535,65535,19660
3810,65535,65535,19660
4319,65535,65535,19660
4855,65535,65535,19660
5413,65535,65535,19660
5984,65535,65535,19660
6574,65535,65535,19660
7186,65535,65535,19660
7827,65535,65535,19660
8497,65535,65535,19660
9185,65535,65535,19660
9890,65535,65535,19660
10609,65535,65535,19660
11342,65535,65535,19660
12088,65535,65535,19660
12844,65535,65535,19660
13609,65535,65535,19660
14379,65535,65535,19660
15155,65535,65535,19660
15927,65535,65535,19660
16663,65535,65535,19660
17396,65535,65535,19660
18121,65535,65535,19660
18875,65535,65535,19660
19636,65535,65535,19660
20390,61885,65535,19660
21136,54504,61884,19660
21870,43454,54504,19660
22589,28808,43453,19660
23288,10668,28808,19660
23965,0,10667,19660
24615,0,0,19660
25243,0,0,19660
25845,0,0,19660
26425,0,0,19660
26979,0,0,19660
27507,0,0,19660
27761,0,0,19660
27751,0,0,19660
27741,0,0,19660
27731,0,0,19660
27721,0,0,19660
27711,0,0,19660
27702,0,0,19660
27692,0,0,19660
27682,0,0,19660
27672,0,0,19660
27663,0,0,19660
27653,0,0,19660
27643,0,0,19660
27633,0,0,19660
27623,0,0,19660
27614,0,0,19660
27604,0,0,19660
27573,0,0,19660
27509,0,0,19660
27415,0,0,19660
27292,0,0,19660
27135,0,0,19660
26949,0,0,19660
26734,0,0,19660
26485,0,0,19660
26207,0,0,19660
25899,0,0,19660
25562,0,0,19660
25201,0,0,19660
24810,0,0,19660
24395,0,0,19660
23955,0,0,19660
23490,0,0,19660
23001,0,0,19660
22486,0,0,19660
21951,0,0,19660
21396,0,0,19660
20820,0,0,19660
20228,0,0,19660
19619,205,0,19660
18994,3535,205,19660
18357,10050,3535,19660
17704,19830,10050,19660
17045,32905,19830,19660
16377,49320,32905,19660
15703,65535,49320,19660
15025,65535,65535,19660
14345,65535,65535,19660
13661,65535,65535,19660
12971,65535,65535,19660
12280,65535,65535,19660
11589,65535,65535,19660
10901,65535,65535,19660
10216,65535,65535,19660
9534,65535,65535,19660
8860,65535,65535,19660
8193,65535,65535,19660
7538,65535,65535,19660
6894,65535,65535,19660
6263,65535,65535,19660
5069,65535,65535,19660
4490,65535,65535,19660
3926,65535,65535,19660
3388,65535,65535,19660
2870,65535,65535,19660
2377,65535,65535,19660
1908,65535,65535,19660
1469,65535,65535,19660
1054,65535,65535,19660
669,65535,65535,19660
317,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
84,65535,65535,19660
177,65535,65535,19660
305,65535,65535,19660
466,65535,65535,19660
662,65535,65535,19660
892,65535,65535,19660
1157,65535,65535,19660
1455,65535,65535,19660
1788,65535,65535,19660
2147,65535,65535,19660
2538,65535,65535,19660
2956,65535,65535,19660
3403,65535,65535,19660
3887,65535,65535,19660
4398,65535,65535,19660
4935,65535,65535,19660
5497,65535,65535,19660
6086,65535,65535,19660
6697,65535,65535,19660
7331,65535,65535,19660
7986,65535,65535,19660
8659,65535,65535,19660
9349,65535,65535,19660
10058,65535,65535,19660
10773,65535,65535,19660
11478,65535,65535,19660
12192,65535,65535,19660
12911,65535,65535,19660
13662,65535,65535,19660
14429,65535,65535,19660
15201,65535,65535,19660
15978,65535,65535,19660
16756,65535,65535,19660
17531,65535,65535,19660
18307,65535,65535,19660
19075,65535,65535,19660
19840,64635,65535,19660
20597,59950,64635,19660
21342,51540,59950,19660
22059,39545,51540,19660
22714,24275,39545,19660
23344,2704,21124,19660
23947,0,2703,19660
24590,0,0,19660
25210,0,0,19660
25810,0,0,19660
26382,0,0,19660
26930,0,0,19660
27448,0,0,19660
27628,0,0,19660
27618,0,0,19660
27609,0,0,19660
27599,0,0,19660
27589,0,0,19660
27580,0,0,19660
27570,0,0,19660
27560,0,0,19660
27550,0,0,19660
27541,0,0,19660
27531,0,0,19660
27521,0,0,19660
27512,0,0,19660
27502,0,0,19660
27492,0,0,19660
27483,0,0,19660
27473,0,0,19660
27434,0,0,19660
27362,0,0,19660
27260,0,0,19660
27129,0,0,19660
26965,0,0,19660
26771,0,0,19660
26544,0,0,19660
26288,0,0,19660
26003,0,0,19660
25689,0,0,19660
25346,0,0,19660
24973,0,0,19660
24576,0,0,19660
24155,0,0,19660
23705,0,0,19660
23229,0,0,19660
22734,0,0,19660
22214,0,0,19660
21673,0,0,19660
21112,0,0,19660
20530,0,0,19660
19933,0,0,19660
19319,1705,0,19660
18689,6560,1705,19660
18047,14625,6560,19660
17394,25955,14625,19660
16731,40600,25955,19660
16059,58605,40600,19660
15382,65535,58605,19660
14705,65535,65535,19660
14020,65535,65535,19660
13334,65535,65535,19660
12643,65535,65535,19660
11951,65535,65535,19660
11258,65535,65535,19660
10568,65535,65535,19660
9882,65535,65535,19660
9199,65535,65535,19660
8522,65535,65535,19660
7858,65535,65535,19660
7202,65535,65535,19660
6557,65535,65535,19660
5927,65535,65535,19660
5314,65535,65535,19660
4136,65535,65535,19660
3575,65535,65535,19660
3039,65535,65535,19660
2522,65535,65535,19660
2031,65535,65535,19660
1568,65535,65535,19660
1130,65535,65535,19660
721,65535,65535,19660
341,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
88,65535,65535,19660
186,65535,65535,19660
317,65535,65535,19660
481,65535,65535,19660
681,65535,65535,19660
914,65535,65535,19660
1182,65535,65535,19660
1483,65535,65535,19660
1815,65535,65535,19660
2182,65535,65535,19660
2579,65535,65535,19660
3005,65535,65535,19660
3463,65535,65535,19660
3950,65535,65535,19660
4468,65535,65535,19660
5004,65535,65535,19660
5559,65535,65535,19660
6136,65535,65535,19660
6732,65535,65535,19660
7367,65535,65535,19660
8024,65535,65535,19660
8699,65535,65535,19660
9391,65535,65535,19660
10102,65535,65535,19660
10826,65535,65535,19660
11564,65535,65535,19660
12311,65535,65535,19660
13067,65535,65535,19660
13833,65535,65535,19660
14604,65535,65535,19660
15365,65535,65535,19660
16102,65535,65535,19660
16835,65535,65535,19660
17566,65535,65535,19660
18338,65535,65535,19660
19104,65535,65535,19660
19866,64505,65535,19660
20621,59700,64505,19660
21364,51180,59700,19660
22093,39015,51180,19660
22808,23275,39015,19660
23502,4065,23275,19660
24173,0,710,19660
24816,0,0,19660
25435,0,0,19660
26033,0,0,19660
26605,0,0,19660
27151,0,0,19660
27672,0,0,19660
27780,0,0,19660
27770,0,0,19660
27761,0,0,19660
27751,0,0,19660
27741,0,0,19660
27731,0,0,19660
27721,0,0,19660
27711,0,0,19660
27702,0,0,19660
27692,0,0,19660
27682,0,0,19660
27672,0,0,19660
27662,0,0,19660
27653,0,0,19660
27643,0,0,19660
27633,0,0,19660
27623,0,0,19660
27584,0,0,19660
27515,0,0,19660
27413,0,0,19660
27281,0,0,19660
27120,0,0,19660
26926,0,0,19660
26702,0,0,19660
26448,0,0,19660
26166,0,0,19660
25854,0,0,19660
25513,0,0,19660
25143,0,0,19660
24748,0,0,19660
24324,0,0,19660
23875,0,0,19660
23402,0,0,19660
22908,0,0,19660
22389,0,0,19660
21849,0,0,19660
21289,0,0,19660
20709,0,0,19660
20112,0,0,19660
19499,805,0,19660
18869,4760,805,19660
18228,15125,7965,19660
17576,25544,15124,19660
16913,39279,25544,19660
16246,56349,39279,19660
15573,65535,56349,19660
14895,65535,65535,19660
14215,65535,65535,19660
13530,65535,65535,19660
