MW0,MW1,MW2,MW3,MW4,QW0,QW1,QW2,QW3,IW0,IW1,IW2,IW3,IW4,IW5,IW6,IW7,IW8,IW9,IW10
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27742,54848,28920,31317
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27722,54772,28906,31315
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27712,54733,28899,31313
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27702,54695,28891,31313
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27692,54657,28884,31311
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27682,54581,28869,31310
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27672,54581,28869,31309
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27662,54543,28862,31308
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27652,54505,28855,31308
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27642,54468,28848,31306
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27632,54430,28840,31305
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27782,54962,28931,31266
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27772,54924,28924,31265
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27762,54886,28917,31264
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27752,54847,28909,31263
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27742,54809,28902,31262
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27732,54771,28895,31261
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27722,54733,28888,31260
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27712,54695,28880,31259
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27702,54657,28873,31258
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27692,54619,28866,31257
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27682,54581,28859,31256
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27672,54543,28851,31255
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27662,54505,28844,31254
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27652,54467,28837,31252
19660,30801,55295,31675,28835,65535,0,0,65475,0,0,0,0,0,0,65535,27642,54430,28829,31251
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27705,54670,28927,31216
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27695,54632,28919,31215
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27685,54594,28912,31214
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27675,54556,28905,31213
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27665,54518,28897,31211
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27655,54480,28890,31210
19660,30801,55295,31675,28835,65535,0,0,65535,0,0,0,0,0,0,65535,27645,54443,28883,31209
