IW8,MW2,QW2,IW4
54584,55295,0,0
54547,55295,0,0
54505,55295,0,0
54471,55295,0,0
54436,55295,0,0
54400,55295,0,0
54363,55295,0,0
54326,55295,0,0
54289,55295,0,0
54252,55295,0,0
54216,55295,0,0
54179,55295,0,0
54143,55295,0,0
54106,55295,0,0
54070,55295,0,0
54034,55295,0,0
53997,55295,0,0
53961,55295,0,0
53925,55295,0,0
53889,55295,0,0
53853,55295,0,0
53818,55295,0,0
53782,55295,0,0
53746,55295,0,0
53711,55295,0,0
53676,55295,0,0
53640,55295,0,0
53605,55295,0,0
53570,55295,0,0
53535,55295,0,0
53504,55295,0,0
53480,55295,0,0
53470,55295,0,0
53478,55295,0,0
53511,55295,0,0
53572,55295,0,0
53641,55295,0,0
53711,55295,0,0
53780,55295,0,0
53850,55295,0,0
53919,55295,0,0
53989,55295,0,0
54058,55295,0,0
54128,55295,0,0
54198,55295,0,0
54267,55295,0,0
54337,55295,0,0
54407,55295,0,0
54476,55295,0,0
54546,55295,0,0
54616,55295,0,0
54685,55295,0,0
54755,55295,0,0
54825,55295,0,0
54895,55295,0,0
54964,55295,0,0
55034,55295,0,0
55104,55295,0,0
55174,55295,0,0
55243,55295,0,0
55313,55295,11520,0
55383,55295,65535,11520
55450,55295,65535,65535
55458,55295,65535,65535
55236,55295,27776,65535
55015,55295,0,27776
54802,55295,0,0
54754,55295,0,0
54825,55295,0,0
54895,55295,0,0
54965,55295,0,0
55035,55295,0,0
55105,55295,0,0
55175,55295,0,0
55245,55295,0,0
55314,55295,12160,0
55384,55295,65535,12160
55451,55295,65535,65535
55456,55295,65535,65535
55013,55295,0,65535
55013,55295,0,26496
54757,55295,0,0
54827,55295,0,0
54897,55295,0,0
54966,55295,0,0
55036,55295,0,0
55105,55295,0,0
55174,55295,0,0
55243,55295,0,0
55312,55295,10880,0
55381,55295,65535,10879
55448,55295,65535,10879
55455,55295,65535,65535
55234,55295,26496,65535
55012,55295,0,26496
54797,55295,0,0
54753,55295,0,0
54822,55295,0,0
54891,55295,0,0
54959,55295,0,0
55027,55295,0,0
55095,55295,0,0
55163,55295,0,0
55231,55295,0,0
55298,55295,1920,0
55365,55295,46718,1919
55432,55295,65535,46718
55482,55295,65535,65535
55337,55295,65535,65535
55108,55295,0,65535
54863,55295,0,0
54615,55295,0,0
54625,55295,0,0
54607,55295,0,0
54571,55295,0,0
54534,55295,0,0
54497,55295,0,0
54460,55295,0,0
54423,55295,0,0
54386,55295,0,0
54349,55295,0,0
54312,55295,0,0
54275,55295,0,0
54239,55295,0,0
54202,55295,0,0
54165,55295,0,0
54128,55295,0,0
54092,55295,0,0
54055,55295,0,0
54018,55295,0,0
53982,55295,0,0
53945,55295,0,0
53909,55295,0,0
53872,55295,0,0
53836,55295,0,0
53799,55295,0,0
53763,55295,0,0
53727,55295,0,0
53691,55295,0,0
53654,55295,0,0
53618,55295,0,0
53582,55295,0,0
53546,55295,0,0
53510,55295,0,0
53474,55295,0,0
53438,55295,0,0
53403,55295,0,0
53367,55295,0,0
53331,55295,0,0
53296,55295,0,0
53260,55295,0,0
53225,55295,0,0
53190,55295,0,0
53155,55295,0,0
53120,55295,0,0
53085,55295,0,0
53050,55295,0,0
53015,55295,0,0
52981,55295,0,0
52946,55295,0,0
52913,55295,0,0
52892,55295,0,0
52887,55295,0,0
52899,55295,0,0
52932,55295,0,0
52992,55295,0,0
53062,55295,0,0
53132,55295,0,0
53202,55295,0,0
53272,55295,0,0
53342,55295,0,0
53412,55295,0,0
53482,55295,0,0
53552,55295,0,0
53622,55295,0,0
53692,55295,0,0
53762,55295,0,0
53832,55295,0,0
53902,55295,0,0
53973,55295,0,0
54043,55295,0,0
54113,55295,0,0
54183,55295,0,0
54253,55295,0,0
54323,55295,0,0
54393,55295,0,0
54464,55295,0,0
54534,55295,0,0
54604,55295,0,0
54674,55295,0,0
54744,55295,0,0
54814,55295,0,0
54884,55295,0,0
54954,55295,0,0
55024,55295,0,0
55094,55295,0,0
55164,55295,0,0
55234,55295,0,0
55303,55295,5120,0
55373,55295,55039,5120
55441,55295,65535,55039
55479,55295,65535,65535
55301,55295,65535,65535
55080,55295,0,65535
54859,55295,0,0
54652,55295,0,0
54722,55295,0,0
54792,55295,0,0
54862,55295,0,0
54932,55295,0,0
55002,55295,0,0
55071,55295,0,0
55141,55295,0,0
55210,55295,0,0
55280,55295,0,0
55349,55295,34559,0
55418,55295,65535,34559
55480,55295,65535,65535
55390,55295,65535,65535
55167,55295,0,65535
54945,55295,0,0
54736,55295,0,0
54805,55295,0,0
54874,55295,0,0
54943,55295,0,0
55012,55295,0,0
55081,55295,0,0
55149,55295,0,0
55217,55295,0,0
55286,55295,0,0
55353,55295,37119,0
55489,55295,65535,37119
55381,55295,65535,65535
55162,55295,0,65535
54939,55295,0,0
54728,55295,0,0
54796,55295,0,0
54864,55295,0,0
54931,55295,0,0
54993,55295,0,0
55050,55295,0,0
55095,55295,0,0
55124,55295,0,0
55130,55295,0,0
55108,55295,0,0
55070,55295,0,0
55033,55295,0,0
54996,55295,0,0
54958,55295,0,0
54920,55295,0,0
54883,55295,0,0
54845,55295,0,0
54808,55295,0,0
54770,55295,0,0
54733,55295,0,0
54695,55295,0,0
54658,55295,0,0
54621,55295,0,0
54583,55295,0,0
54546,55295,0,0
54509,55295,0,0
54472,55295,0,0
54435,55295,0,0
54398,55295,0,0
54361,55295,0,0
54323,55295,0,0
54287,55295,0,0
54250,55295,0,0
54213,55295,0,0
54176,55295,0,0
54139,55295,0,0
54102,55295,0,0
54066,55295,0,0
54029,55295,0,0
53993,55295,0,0
53956,55295,0,0
53920,55295,0,0
53883,55295,0,0
53847,55295,0,0
53811,55295,0,0
53775,55295,0,0
53739,55295,0,0
53703,55295,0,0
53667,55295,0,0
53632,55295,0,0
53596,55295,0,0
53561,55295,0,0
53525,55295,0,0
53490,55295,0,0
53455,55295,0,0
53420,55295,0,0
53385,55295,0,0
53356,55295,0,0
53338,55295,0,0
53334,55295,0,0
53352,55295,0,0
53396,55295,0,0
53465,55295,0,0
53535,55295,0,0
53604,55295,0,0
53674,55295,0,0
53743,55295,0,0
53813,55295,0,0
53883,55295,0,0
53952,55295,0,0
54022,55295,0,0
54091,55295,0,0
54161,55295,0,0
54231,55295,0,0
54300,55295,0,0
54370,55295,0,0
54440,55295,0,0
54509,55295,0,0
54579,55295,0,0
54649,55295,0,0
54719,55295,0,0
54788,55295,0,0
54858,55295,0,0
54928,55295,0,0
54998,55295,0,0
55067,55295,0,0
55137,55295,0,0
55207,55295,0,0
55276,55295,0,0
55346,55295,32640,0
55415,55295,65535,32640
55479,55295,65535,65535
55397,55295,65535,65535
55175,55295,0,65535
54954,55295,0,0
54746,55295,0,0
54816,55295,0,0
54886,55295,0,0
54956,55295,0,0
55026,55295,0,0
55096,55295,0,0
55166,55295,0,0
55236,55295,0,0
55305,55295,6400,0
55375,55295,57599,6400
55443,55295,65535,57599
55474,55295,65535,65535
55285,55295,59135,65535
55064,55295,0,59135
54844,55295,0,0
54663,55295,0,0
54733,55295,0,0
54802,55295,0,0
54872,55295,0,0
54941,55295,0,0
55011,55295,0,0
55080,55295,0,0
55217,55295,0,0
55217,55295,0,0
55286,55295,0,0
55355,55295,38399,0
55423,55295,65535,38399
55376,55295,65535,65535
55376,55295,65535,65535
54930,55295,0,0
54720,55295,0,0
54789,55295,0,0
54789,55295,0,0
54925,55295,0,0
54993,55295,0,0
55061,55295,0,0
55128,55295,0,0
55195,55295,0,0
55263,55295,0,0
55330,55295,22400,0
55396,55295,65535,22400
55451,55295,65535,65535
55388,55295,65535,65535
55125,55295,0,65535
54838,55295,0,0
54535,55295,0,0
54499,55295,0,0
54462,55295,0,0
54425,55295,0,0
54388,55295,0,0
54351,55295,0,0
54314,55295,0,0
54277,55295,0,0
54241,55295,0,0
54204,55295,0,0
54167,55295,0,0
54130,55295,0,0
54093,55295,0,0
54057,55295,0,0
54020,55295,0,0
53983,55295,0,0
53947,55295,0,0
53910,55295,0,0
53874,55295,0,0
53837,55295,0,0
53801,55295,0,0
53765,55295,0,0
53728,55295,0,0
53692,55295,0,0
53656,55295,0,0
53620,55295,0,0
53583,55295,0,0
53547,55295,0,0
53511,55295,0,0
53475,55295,0,0
53440,55295,0,0
53404,55295,0,0
53368,55295,0,0
53332,55295,0,0
53297,55295,0,0
53261,55295,0,0
53226,55295,0,0
53191,55295,0,0
53155,55295,0,0
53120,55295,0,0
53085,55295,0,0
53050,55295,0,0
53016,55295,0,0
52981,55295,0,0
52946,55295,0,0
52912,55295,0,0
52878,55295,0,0
52846,55295,0,0
52823,55295,0,0
52814,55295,0,0
52823,55295,0,0
52856,55295,0,0
52917,55295,0,0
52987,55295,0,0
53057,55295,0,0
53127,55295,0,0
53197,55295,0,0
53268,55295,0,0
53338,55295,0,0
53408,55295,0,0
53478,55295,0,0
53548,55295,0,0
53618,55295,0,0
53689,55295,0,0
53759,55295,0,0
53829,55295,0,0
53899,55295,0,0
53970,55295,0,0
54040,55295,0,0
54110,55295,0,0
54181,55295,0,0
54251,55295,0,0
54321,55295,0,0
54392,55295,0,0
54462,55295,0,0
54532,55295,0,0
54603,55295,0,0
54673,55295,0,0
54743,55295,0,0
54813,55295,0,0
54884,55295,0,0
54954,55295,0,0
55024,55295,0,0
55093,55295,0,0
55163,55295,0,0
55233,55295,0,0
55303,55295,5120,0
55373,55295,55039,5120
55441,55295,65535,55039
55479,55295,65535,65535
55301,55295,65535,65535
55080,55295,0,65535
54857,55295,0,0
54652,55295,0,0
54722,55295,0,0
54792,55295,0,0
54862,55295,0,0
54932,55295,0,0
55002,55295,0,0
55072,55295,0,0
55141,55295,0,0
55211,55295,0,0
55280,55295,0,0
55349,55295,34559,0
55418,55295,65535,34559
55481,55295,65535,65535
55341,55295,65535,65535
55167,55295,0,65535
54952,55295,0,0
54743,55295,0,0
54812,55295,0,0
54882,55295,0,0
54950,55295,0,0
55019,55295,0,0
55088,55295,0,0
55156,55295,0,0
55293,55295,0,0
55293,55295,0,0
55361,55295,42239,0
55428,55295,65535,65535
55487,55295,65535,65535
55071,55295,0,65535
54916,55295,0,0
54706,55295,0,0
54773,55295,0,0
54841,55295,0,0
54908,55295,0,0
54967,55295,0,0
55014,55295,0,0
55043,55295,0,0
55047,55295,0,0
55022,55295,0,0
54985,55295,0,0
54948,55295,0,0
54905,55295,0,0
54869,55295,0,0
54836,55295,0,0
54798,55295,0,0
54798,55295,0,0
54709,55295,0,0
54677,55295,0,0
54649,55295,0,0
54612,55295,0,0
54575,55295,0,0
54538,55295,0,0
54501,55295,0,0
54464,55295,0,0
54390,55295,0,0
54390,55295,0,0
54316,55295,0,0
54279,55295,0,0
54243,55295,0,0
54206,55295,0,0
54169,55295,0,0
54133,55295,0,0
54096,55295,0,0
54059,55295,0,0
54023,55295,0,0
53987,55295,0,0
53950,55295,0,0
53914,55295,0,0
53878,55295,0,0
53842,55295,0,0
53806,55295,0,0
53770,55295,0,0
53734,55295,0,0
53698,55295,0,0
53662,55295,0,0
53627,55295,0,0
53591,55295,0,0
53556,55295,0,0
53520,55295,0,0
53485,55295,0,0
53450,55295,0,0
53415,55295,0,0
53380,55295,0,0
53346,55295,0,0
53313,55295,0,0
53288,55295,0,0
53274,55295,0,0
53278,55295,0,0
53305,55295,0,0
53365,55295,0,0
53365,55295,0,0
53435,55295,0,0
53598,55295,0,0
53644,55295,0,0
53714,55295,0,0
53783,55295,0,0
53854,55295,0,0
53923,55295,0,0
53993,55295,0,0
54063,55295,0,0
54133,55295,0,0
54202,55295,0,0
54272,55295,0,0
54342,55295,0,0
54412,55295,0,0
54482,55295,0,0
54552,55295,0,0
54622,55295,0,0
54692,55295,0,0
54832,55295,0,0
54832,55295,0,0
54902,55295,0,0
55042,55295,0,0
55042,55295,0,0
55182,55295,0,0
55251,55295,0,0
55321,55295,16640,0
55391,55295,65535,16640
55457,55295,65535,16640
55444,55295,65535,65535
55222,55295,18816,65535
55001,55295,0,18816
54790,55295,0,0
54780,55295,0,0
54851,55295,0,0
54921,55295,0,0
54991,55295,0,0
55061,55295,0,0
55131,55295,0,0
55201,55295,0,0
55271,55295,0,0
55340,55295,28800,0
55410,55295,65535,28800
55474,55295,65535,65535
55408,55295,65535,65535
55186,55295,0,65535
54965,55295,0,0
54757,55295,0,0
54826,55295,0,0
54896,55295,0,0
54966,55295,0,0
55035,55295,0,0
55104,55295,0,0
55174,55295,0,0
55243,55295,0,0
55311,55295,10240,0
55380,55295,64639,10240
55447,55295,65535,64639
55460,55295,65535,65535
55240,55295,30336,65535
55017,55295,0,30335
54802,55295,0,0
54742,55295,0,0
54811,55295,0,0
54879,55295,0,0
54948,55295,0,0
55016,55295,0,0
55084,55295,0,0
55151,55295,0,0
55219,55295,0,0
55313,55295,11520,0
55354,55295,49279,11520
55418,55295,65535,49279
55424,55295,65535,65535
55257,55295,41215,65535
55006,55295,0,41215
54741,55295,0,0
54561,55295,0,0
54525,55295,0,0
54488,55295,0,0
54451,55295,0,0
54415,55295,0,0
54378,55295,0,0
54341,55295,0,0
54268,55295,0,0
54268,55295,0,0
54231,55295,0,0
54158,55295,0,0
54121,55295,0,0
54084,55295,0,0
54048,55295,0,0
54011,55295,0,0
53975,55295,0,0
53938,55295,0,0
53902,55295,0,0
53866,55295,0,0
53829,55295,0,0
53793,55295,0,0
53757,55295,0,0
53721,55295,0,0
53685,55295,0,0
53649,55295,0,0
53612,55295,0,0
53577,55295,0,0
53541,55295,0,0
53505,55295,0,0
53469,55295,0,0
53433,55295,0,0
53398,55295,0,0
53362,55295,0,0
53326,55295,0,0
53291,55295,0,0
53256,55295,0,0
53220,55295,0,0
53185,55295,0,0
53150,55295,0,0
53115,55295,0,0
53080,55295,0,0
53046,55295,0,0
53011,55295,0,0
52976,55295,0,0
52942,55295,0,0
52908,55295,0,0
52873,55295,0,0
52844,55295,0,0
52824,55295,0,0
52819,55295,0,0
52833,55295,0,0
52873,55295,0,0
52943,55295,0,0
53013,55295,0,0
53083,55295,0,0
53154,55295,0,0
53224,55295,0,0
53294,55295,0,0
53364,55295,0,0
53434,55295,0,0
53505,55295,0,0
53575,55295,0,0
53645,55295,0,0
53716,55295,0,0
53786,55295,0,0
53856,55295,0,0
53927,55295,0,0
53997,55295,0,0
54068,55295,0,0
54138,55295,0,0
54208,55295,0,0
54279,55295,0,0
54349,55295,0,0
54419,55295,0,0
54490,55295,0,0
54560,55295,0,0
54631,55295,0,0
54701,55295,0,0
54771,55295,0,0
54842,55295,0,0
54912,55295,0,0
54982,55295,0,0
55052,55295,0,0
55122,55295,0,0
55192,55295,0,0
55262,55295,0,0
55331,55295,23040,0
55401,55295,65535,23040
55466,55295,65535,65535
55426,55295,65535,65535
55204,55295,7293,65535
54983,55295,0,7293
54773,55295,0,0
54813,55295,0,0
54883,55295,0,0
54953,55295,0,0
55023,55295,0,0
55093,55295,0,0
55162,55295,0,0
55232,55295,0,0
55301,55295,3840,0
55371,55295,52478,3839
55439,55295,65535,52478
55482,55295,65535,65535
55315,55295,65535,65535
55093,55295,0,65535
54871,55295,0,0
54663,55295,0,0
54732,55295,0,0
54802,55295,0,0
54871,55295,0,0
54940,55295,0,0
55009,55295,0,0
55077,55295,0,0
55146,55295,0,0
55214,55295,0,0
55282,55295,0,0
55350,55295,35199,0
55418,55295,65535,35199
55479,55295,65535,65535
55384,55295,65535,65535
55160,55295,0,65535
54937,55295,0,0
54727,55295,0,0
54795,55295,0,0
54862,55295,0,0
54930,55295,0,0
54995,55295,0,0
55050,55295,0,0
55091,55295,0,0
55112,55295,0,0
55106,55295,0,0
55070,55295,0,0
55032,55295,0,0
54995,55295,0,0
54958,55295,0,0
54920,55295,0,0
54883,55295,0,0
54845,55295,0,0
54808,55295,0,0
54771,55295,0,0
54733,55295,0,0
54696,55295,0,0
54659,55295,0,0
54622,55295,0,0
54584,55295,0,0
54547,55295,0,0
54510,55295,0,0
54473,55295,0,0
54436,55295,0,0
54399,55295,0,0
54362,55295,0,0
54325,55295,0,0
54289,55295,0,0
54252,55295,0,0
54215,55295,0,0
54178,55295,0,0
54142,55295,0,0
54105,55295,0,0
54068,55295,0,0
54032,55295,0,0
53959,55295,0,0
53923,55295,0,0
53887,55295,0,0
53851,55295,0,0
53815,55295,0,0
53779,55295,0,0
53743,55295,0,0
53707,55295,0,0
53671,55295,0,0
53636,55295,0,0
53600,55295,0,0
53565,55295,0,0
53530,55295,0,0
53494,55295,0,0
53459,55295,0,0
53424,55295,0,0
53390,55295,0,0
53358,55295,0,0
53335,55295,0,0
53325,55295,0,0
53334,55295,0,0
53366,55295,0,0
53428,55295,0,0
53497,55295,0,0
53567,55295,0,0
53637,55295,0,0
53706,55295,0,0
53776,55295,0,0
53845,55295,0,0
53915,55295,0,0
53985,55295,0,0
54055,55295,0,0
54124,55295,0,0
54194,55295,0,0
54264,55295,0,0
54334,55295,0,0
54403,55295,0,0
54473,55295,0,0
54543,55295,0,0
54613,55295,0,0
54683,55295,0,0
54752,55295,0,0
54822,55295,0,0
54892,55295,0,0
54962,55295,0,0
55032,55295,0,0
55101,55295,0,0
55171,55295,0,0
55241,55295,0,0
55311,55295,10240,0
55380,55295,64639,10240
55448,55295,65535,64639
55462,55295,65535,65535
55244,55295,32896,65535
55022,55295,0,32896
54808,55295,0,0
54740,55295,0,0
54809,55295,0,0
54880,55295,0,0
54949,55295,0,0
55019,55295,0,0
55089,55295,0,0
55159,55295,0,0
55229,55295,0,0
55299,55295,2560,0
55368,55295,49279,2560
55437,55295,65535,49279
55486,55295,65535,65535
55333,55295,65535,65535
55111,55295,0,65535
54890,55295,0,0
54682,55295,0,0
54752,55295,0,0
54821,55295,0,0
54891,55295,0,0
54960,55295,0,0
55029,55295,0,0
55098,55295,0,0
55167,55295,0,0
55236,55295,0,0
55305,55295,6400,0
55373,55295,56319,6400
55440,55295,65535,56319
55470,55295,65535,65535
55286,55295,59775,65535
55063,55295,0,59775
54842,55295,0,0
54657,55295,0,0
54725,55295,0,0
54793,55295,0,0
54861,55295,0,0
54929,55295,0,0
54997,55295,0,0
55065,55295,0,0
55132,55295,0,0
55199,55295,0,0
55266,55295,0,0
55329,55295,21760,0
55375,55295,65535,21759
55400,55295,65535,65535
55303,55295,65535,65535
54992,55295,0,65535
54665,55295,0,0
54351,55295,0,0
54314,55295,0,0
54277,55295,0,0
54240,55295,0,0
54204,55295,0,0
54167,55295,0,0
54130,55295,0,0
54093,55295,0,0
54057,55295,0,0
54020,55295,0,0
53983,55295,0,0
53947,55295,0,0
53910,55295,0,0
53874,55295,0,0
53837,55295,0,0
53801,55295,0,0
53764,55295,0,0
53728,55295,0,0
53692,55295,0,0
53655,55295,0,0
53619,55295,0,0
53583,55295,0,0
53547,55295,0,0
53511,55295,0,0
53475,55295,0,0
53439,55295,0,0
53403,55295,0,0
53367,55295,0,0
53331,55295,0,0
53295,55295,0,0
53260,55295,0,0
53224,55295,0,0
53189,55295,0,0
53153,55295,0,0
53118,55295,0,0
53083,55295,0,0
53047,55295,0,0
53012,55295,0,0
52977,55295,0,0
52942,55295,0,0
52908,55295,0,0
52873,55295,0,0
52839,55295,0,0
52804,55295,0,0
52770,55295,0,0
52737,55295,0,0
52711,55295,0,0
52696,55295,0,0
52697,55295,0,0
52721,55295,0,0
52772,55295,0,0
52842,55295,0,0
52912,55295,0,0
52982,55295,0,0
53052,55295,0,0
53122,55295,0,0
53193,55295,0,0
53263,55295,0,0
53333,55295,0,0
53403,55295,0,0
53473,55295,0,0
53544,55295,0,0
53614,55295,0,0
53684,55295,0,0
53755,55295,0,0
53825,55295,0,0
53895,55295,0,0
53966,55295,0,0
54036,55295,0,0
54106,55295,0,0
54177,55295,0,0
54247,55295,0,0
54317,55295,0,0
54388,55295,0,0
54458,55295,0,0
54528,55295,0,0
54599,55295,0,0
54669,55295,0,0
54739,55295,0,0
54809,55295,0,0
54879,55295,0,0
54949,55295,0,0
55019,55295,0,0
55089,55295,0,0
55159,55295,0,0
55228,55295,0,0
55298,55295,1920,0
55368,55295,48638,1919
55437,55295,65535,48638
55490,55295,65535,65535
55340,55295,65535,65535
55118,55295,0,65535
54897,55295,0,0
54689,55295,0,0
54829,55295,0,0
54899,55295,0,0
54968,55295,0,0
55038,55295,0,0
55108,55295,0,0
55177,55295,0,0
55246,55295,0,0
55315,55295,12800,0
55384,55295,65535,12800
55451,55295,65535,65535
55452,55295,65535,65535
55229,55295,23296,65535
55007,55295,0,23296
54794,55295,0,0
54764,55295,0,0
54833,55295,0,0
54902,55295,0,0
54970,55295,0,0
55039,55295,0,0
55107,55295,0,0
55175,55295,0,0
55243,55295,0,0
55311,55295,10240,0
55378,55295,63359,10240
55444,55295,65535,63359
55456,55295,65535,65535
55240,55295,30336,65535
55016,55295,0,30335
54800,55295,0,0
54739,55295,0,0
54803,55295,0,0
54862,55295,0,0
54911,55295,0,0
54944,55295,0,0
54955,55295,0,0
54940,55295,0,0
54903,55295,0,0
54865,55295,0,0
54828,55295,0,0
54791,55295,0,0
54753,55295,0,0
54716,55295,0,0
54679,55295,0,0
54641,55295,0,0
54604,55295,0,0
54567,55295,0,0
54529,55295,0,0
54492,55295,0,0
54455,55295,0,0
54418,55295,0,0
54381,55295,0,0
54344,55295,0,0
54307,55295,0,0
54270,55295,0,0
54233,55295,0,0
54196,55295,0,0
54159,55295,0,0
54122,55295,0,0
54086,55295,0,0
54049,55295,0,0
54012,55295,0,0
53976,55295,0,0
53939,55295,0,0
53903,55295,0,0
53866,55295,0,0
53830,55295,0,0
53793,55295,0,0
53757,55295,0,0
53721,55295,0,0
53685,55295,0,0
53649,55295,0,0
53613,55295,0,0
53577,55295,0,0
53542,55295,0,0
53506,55295,0,0
53471,55295,0,0
53435,55295,0,0
53400,55295,0,0
53365,55295,0,0
53330,55295,0,0
53295,55295,0,0
53260,55295,0,0
53225,55295,0,0
53195,55295,0,0
53176,55295,0,0
53172,55295,0,0
53188,55295,0,0
53229,55295,0,0
53299,55295,0,0
53369,55295,0,0
53438,55295,0,0
53508,55295,0,0
53578,55295,0,0
53647,55295,0,0
53717,55295,0,0
53787,55295,0,0
53856,55295,0,0
53926,55295,0,0
53996,55295,0,0
54066,55295,0,0
54136,55295,0,0
54206,55295,0,0
54275,55295,0,0
54345,55295,0,0
54415,55295,0,0
54485,55295,0,0
54555,55295,0,0
54625,55295,0,0
54695,55295,0,0
54765,55295,0,0
54835,55295,0,0
54904,55295,0,0
54974,55295,0,0
55044,55295,0,0
55114,55295,0,0
55184,55295,0,0
55253,55295,0,0
55323,55295,17920,0
55392,55295,65535,17920
55459,55295,65535,65535
55440,55295,65535,65535
55218,55295,16256,65535
54996,55295,0,16256
54785,55295,0,0
54787,55295,0,0
54857,55295,0,0
54927,55295,0,0
54997,55295,0,0
55066,55295,0,0
55136,55295,0,0
55206,55295,0,0
55275,55295,0,0
55345,55295,32000,0
55414,55295,65535,32000
55478,55295,65535,65535
55398,55295,65535,65535
55176,55295,0,65535
54954,55295,0,0
54746,55295,0,0
54815,55295,0,0
54885,55295,0,0
54954,55295,0,0
55023,55295,0,0
55092,55295,0,0
55161,55295,0,0
55230,55295,0,0
55298,55295,1920,0
55367,55295,47998,1919
55435,55295,65535,47998
55485,55295,65535,65535
55336,55295,65535,65535
55113,55295,0,65535
54891,55295,0,0
54681,55295,0,0
54749,55295,0,0
54817,55295,0,0
54885,55295,0,0
54953,55295,0,0
55021,55295,0,0
55088,55295,0,0
55156,55295,0,0
55223,55295,0,0
55284,55295,0,0
55339,55295,28160,0
55382,55295,65535,28160
55402,55295,65535,65535
55272,55295,50815,65535
54954,55295,0,50815
54630,55295,0,0
54378,55295,0,0
54341,55295,0,0
54267,55295,0,0
54267,55295,0,0
54231,55295,0,0
54194,55295,0,0
54157,55295,0,0
54120,55295,0,0
54083,55295,0,0
54047,55295,0,0
53974,55295,0,0
53937,55295,0,0
53900,55295,0,0
53864,55295,0,0
53828,55295,0,0
53791,55295,0,0
53755,55295,0,0
53718,55295,0,0
53682,55295,0,0
53646,55295,0,0
53610,55295,0,0
53574,55295,0,0
53538,55295,0,0
53501,55295,0,0
53465,55295,0,0
53430,55295,0,0
53394,55295,0,0
53358,55295,0,0
53322,55295,0,0
53286,55295,0,0
53251,55295,0,0
53215,55295,0,0
53180,55295,0,0
53145,55295,0,0
53109,55295,0,0
53074,55295,0,0
53039,55295,0,0
53004,55295,0,0
52969,55295,0,0
52935,55295,0,0
52900,55295,0,0
52866,55295,0,0
52831,55295,0,0
52797,55295,0,0
52765,55295,0,0
52741,55295,0,0
52729,55295,0,0
52735,55295,0,0
52763,55295,0,0
52820,55295,0,0
52890,55295,0,0
52960,55295,0,0
53031,55295,0,0
53101,55295,0,0
53171,55295,0,0
53241,55295,0,0
53311,55295,0,0
53382,55295,0,0
53452,55295,0,0
53522,55295,0,0
53593,55295,0,0
53663,55295,0,0
53733,55295,0,0
53804,55295,0,0
53874,55295,0,0
53944,55295,0,0
54015,55295,0,0
54085,55295,0,0
54156,55295,0,0
54226,55295,0,0
54296,55295,0,0
54367,55295,0,0
54437,55295,0,0
54507,55295,0,0
54578,55295,0,0
54648,55295,0,0
54718,55295,0,0
54789,55295,0,0
54859,55295,0,0
54929,55295,0,0
54999,55295,0,0
55069,55295,0,0
55139,55295,0,0
55209,55295,0,0
55278,55295,0,0
55348,55295,33919,0
55418,55295,65535,33919
55481,55295,65535,65535
55393,55295,65535,65535
55084,55295,0,65535
54951,55295,0,0
54743,55295,0,0
54813,55295,0,0
54883,55295,0,0
54953,55295,0,0
55023,55295,0,0
55093,55295,0,0
55162,55295,0,0
55232,55295,0,0
55301,55295,3840,0
55370,55295,51838,3839
55438,55295,65535,51838
55481,55295,65535,65535
55317,55295,65535,65535
55094,55295,0,65535
54873,55295,0,0
54659,55295,0,0
54728,55295,0,0
54797,55295,0,0
54866,55295,0,0
54936,55295,0,0
55004,55295,0,0
55073,55295,0,0
55209,55295,0,0
55277,55295,0,0
55345,55295,32000,0
55412,55295,65535,32000
55474,55295,65535,65535
55393,55295,65535,65535
55169,55295,0,65535
54944,55295,0,0
54735,55295,0,0
54802,55295,0,0
54870,55295,0,0
54932,55295,0,0
54982,55295,0,0
55014,55295,0,0
55024,55295,0,0
55005,55295,0,0
54968,55295,0,0
54931,55295,0,0
54894,55295,0,0
54856,55295,0,0
54819,55295,0,0
54782,55295,0,0
54744,55295,0,0
54707,55295,0,0
54670,55295,0,0
54632,55295,0,0
54595,55295,0,0
54558,55295,0,0
54521,55295,0,0
54484,55295,0,0
54447,55295,0,0
54410,55295,0,0
54373,55295,0,0
54336,55295,0,0
54299,55295,0,0
54262,55295,0,0
54226,55295,0,0
54189,55295,0,0
54152,55295,0,0
54116,55295,0,0
54079,55295,0,0
54042,55295,0,0
54006,55295,0,0
53969,55295,0,0
53933,55295,0,0
53897,55295,0,0
53861,55295,0,0
53824,55295,0,0
53788,55295,0,0
53752,55295,0,0
53716,55295,0,0
53681,55295,0,0
53645,55295,0,0
53609,55295,0,0
53574,55295,0,0
53538,55295,0,0
53503,55295,0,0
53468,55295,0,0
53433,55295,0,0
53397,55295,0,0
53328,55295,0,0
53294,55295,0,0
53267,55295,0,0
53250,55295,0,0
53249,55295,0,0
53270,55295,0,0
53318,55295,0,0
53387,55295,0,0
53457,55295,0,0
53527,55295,0,0
53596,55295,0,0
53666,55295,0,0
53736,55295,0,0
53806,55295,0,0
53876,55295,0,0
53946,55295,0,0
54015,55295,0,0
54085,55295,0,0
54155,55295,0,0
54225,55295,0,0
54295,55295,0,0
54365,55295,0,0
54435,55295,0,0
54505,55295,0,0
54574,55295,0,0
54644,55295,0,0
54714,55295,0,0
54784,55295,0,0
54854,55295,0,0
54924,55295,0,0
54994,55295,0,0
